MAL_ID,image_url
1,"https://cdn.myanimelist.net/images/anime/4/19644.jpg"
5,"https://cdn.myanimelist.net/images/anime/1439/93480.jpg"
6,"https://cdn.myanimelist.net/images/anime/7/20310.jpg"
7,"https://cdn.myanimelist.net/images/anime/10/19969.jpg"
8,"https://cdn.myanimelist.net/images/anime/7/21569.jpg"
15,"https://cdn.myanimelist.net/images/anime/1079/133529.jpg"
16,"https://cdn.myanimelist.net/images/anime/1301/133577.jpg"
17,"https://cdn.myanimelist.net/images/anime/12/49655.jpg"
18,"https://cdn.myanimelist.net/images/anime/9/10521.jpg"
19,"https://cdn.myanimelist.net/images/anime/10/18793.jpg"
20,"https://cdn.myanimelist.net/images/anime/13/17405.jpg"
21,"https://cdn.myanimelist.net/images/anime/6/73245.jpg"
22,"https://cdn.myanimelist.net/images/anime/6/21624.jpg"
23,"https://cdn.myanimelist.net/images/anime/1146/124743.jpg"
24,"https://cdn.myanimelist.net/images/anime/4/75488.jpg"
25,"https://cdn.myanimelist.net/images/anime/6/75536.jpg"
26,"https://cdn.myanimelist.net/images/anime/1027/131977.jpg"
27,"https://cdn.myanimelist.net/images/anime/10/24649.jpg"
28,"https://cdn.myanimelist.net/images/anime/3/76432.jpg"
29,"https://cdn.myanimelist.net/images/anime/13/75740.jpg"
30,"https://cdn.myanimelist.net/images/anime/1314/108941.jpg"
31,"https://cdn.myanimelist.net/images/anime/1993/113122.jpg"
32,"https://cdn.myanimelist.net/images/anime/1404/98182.jpg"
33,"https://cdn.myanimelist.net/images/anime/1384/119988.jpg"
43,"https://cdn.myanimelist.net/images/anime/10/82594.jpg"
44,"https://cdn.myanimelist.net/images/anime/1391/120839.jpg"
45,"https://cdn.myanimelist.net/images/anime/1346/119505.jpg"
46,"https://cdn.myanimelist.net/images/anime/4/47845.jpg"
47,"https://cdn.myanimelist.net/images/anime/1408/114012.jpg"
48,"https://cdn.myanimelist.net/images/anime/1443/94665.jpg"
49,"https://cdn.myanimelist.net/images/anime/11/71215.jpg"
50,"https://cdn.myanimelist.net/images/anime/1976/99376.jpg"
51,"https://cdn.myanimelist.net/images/anime/11/45208.jpg"
52,"https://cdn.myanimelist.net/images/anime/1192/113699.jpg"
53,"https://cdn.myanimelist.net/images/anime/7/10172.jpg"
54,"https://cdn.myanimelist.net/images/anime/9/57231.jpg"
55,"https://cdn.myanimelist.net/images/anime/3/49041.jpg"
56,"https://cdn.myanimelist.net/images/anime/13/19921.jpg"
57,"https://cdn.myanimelist.net/images/anime/11/11636.jpg"
58,"https://cdn.myanimelist.net/images/anime/1/2023.jpg"
59,"https://cdn.myanimelist.net/images/anime/4/24648.jpg"
60,"https://cdn.myanimelist.net/images/anime/13/14141.jpg"
61,"https://cdn.myanimelist.net/images/anime/1126/98904.jpg"
62,"https://cdn.myanimelist.net/images/anime/4/73936.jpg"
63,"https://cdn.myanimelist.net/images/anime/1207/98872.jpg"
64,"https://cdn.myanimelist.net/images/anime/1424/108431.jpg"
65,"https://cdn.myanimelist.net/images/anime/4/10242.jpg"
66,"https://cdn.myanimelist.net/images/anime/1066/117358.jpg"
67,"https://cdn.myanimelist.net/images/anime/1103/133549.jpg"
68,"https://cdn.myanimelist.net/images/anime/1183/133280.jpg"
69,"https://cdn.myanimelist.net/images/anime/1980/103243.jpg"
71,"https://cdn.myanimelist.net/images/anime/2/75259.jpg"
72,"https://cdn.myanimelist.net/images/anime/4/75260.jpg"
73,"https://cdn.myanimelist.net/images/anime/11/75261.jpg"
74,"https://cdn.myanimelist.net/images/anime/4/18118.jpg"
75,"https://cdn.myanimelist.net/images/anime/3/50365.jpg"
76,"https://cdn.myanimelist.net/images/anime/7/6770.jpg"
77,"https://cdn.myanimelist.net/images/anime/4/6767.jpg"
79,"https://cdn.myanimelist.net/images/anime/1290/133860.jpg"
80,"https://cdn.myanimelist.net/images/anime/5/88524.jpg"
81,"https://cdn.myanimelist.net/images/anime/9/75618.jpg"
82,"https://cdn.myanimelist.net/images/anime/1/82.jpg"
83,"https://cdn.myanimelist.net/images/anime/1132/100198.jpg"
84,"https://cdn.myanimelist.net/images/anime/13/26654.jpg"
85,"https://cdn.myanimelist.net/images/anime/6/11153.jpg"
86,"https://cdn.myanimelist.net/images/anime/1848/91078.jpg"
87,"https://cdn.myanimelist.net/images/anime/1523/92371.jpg"
88,"https://cdn.myanimelist.net/images/anime/1637/95288.jpg"
89,"https://cdn.myanimelist.net/images/anime/1913/102693.jpg"
90,"https://cdn.myanimelist.net/images/anime/1884/114414.jpg"
91,"https://cdn.myanimelist.net/images/anime/1061/97444.jpg"
92,"https://cdn.myanimelist.net/images/anime/10/16054.jpg"
93,"https://cdn.myanimelist.net/images/anime/1792/91081.jpg"
94,"https://cdn.myanimelist.net/images/anime/1700/91080.jpg"
95,"https://cdn.myanimelist.net/images/anime/4/78330.jpg"
96,"https://cdn.myanimelist.net/images/anime/1187/133654.jpg"
97,"https://cdn.myanimelist.net/images/anime/7/10888.jpg"
98,"https://cdn.myanimelist.net/images/anime/13/7226.jpg"
99,"https://cdn.myanimelist.net/images/anime/2/46897.jpg"
100,"https://cdn.myanimelist.net/images/anime/9/11709.jpg"
101,"https://cdn.myanimelist.net/images/anime/8/22059.jpg"
102,"https://cdn.myanimelist.net/images/anime/2/69665.jpg"
103,"https://cdn.myanimelist.net/images/anime/1098/108972.jpg"
104,"https://cdn.myanimelist.net/images/anime/1928/106202.jpg"
105,"https://cdn.myanimelist.net/images/anime/1/2223.jpg"
106,"https://cdn.myanimelist.net/images/anime/2/42871.jpg"
107,"https://cdn.myanimelist.net/images/anime/1961/92115.jpg"
108,"https://cdn.myanimelist.net/images/anime/5/30325.jpg"
109,"https://cdn.myanimelist.net/images/anime/10/22647.jpg"
110,"https://cdn.myanimelist.net/images/anime/6/75283.jpg"
111,"https://cdn.myanimelist.net/images/anime/1696/105659.jpg"
112,"https://cdn.myanimelist.net/images/anime/5/75236.jpg"
113,"https://cdn.myanimelist.net/images/anime/1587/134660.jpg"
114,"https://cdn.myanimelist.net/images/anime/1782/130913.jpg"
115,"https://cdn.myanimelist.net/images/anime/3/61047.jpg"
116,"https://cdn.myanimelist.net/images/anime/13/24439.jpg"
117,"https://cdn.myanimelist.net/images/anime/1893/128632.jpg"
118,"https://cdn.myanimelist.net/images/anime/11/2796.jpg"
119,"https://cdn.myanimelist.net/images/anime/11/14607.jpg"
120,"https://cdn.myanimelist.net/images/anime/4/75204.jpg"
121,"https://cdn.myanimelist.net/images/anime/10/75815.jpg"
122,"https://cdn.myanimelist.net/images/anime/1900/99154.jpg"
123,"https://cdn.myanimelist.net/images/anime/2/20140.jpg"
124,"https://cdn.myanimelist.net/images/anime/11/67701.jpg"
125,"https://cdn.myanimelist.net/images/anime/1/125.jpg"
126,"https://cdn.myanimelist.net/images/anime/6/16733.jpg"
127,"https://cdn.myanimelist.net/images/anime/12/15226.jpg"
128,"https://cdn.myanimelist.net/images/anime/6/75569.jpg"
129,"https://cdn.myanimelist.net/images/anime/11/75282.jpg"
130,"https://cdn.myanimelist.net/images/anime/1037/134418.jpg"
131,"https://cdn.myanimelist.net/images/anime/1348/134419.jpg"
132,"https://cdn.myanimelist.net/images/anime/4/7547.jpg"
133,"https://cdn.myanimelist.net/images/anime/7/75251.jpg"
134,"https://cdn.myanimelist.net/images/anime/5/3088.jpg"
135,"https://cdn.myanimelist.net/images/anime/12/78317.jpg"
136,"https://cdn.myanimelist.net/images/anime/1305/132237.jpg"
137,"https://cdn.myanimelist.net/images/anime/1/137.jpg"
138,"https://cdn.myanimelist.net/images/anime/1902/122320.jpg"
139,"https://cdn.myanimelist.net/images/anime/1/139.jpg"
141,"https://cdn.myanimelist.net/images/anime/3/44792.jpg"
142,"https://cdn.myanimelist.net/images/anime/5/20389.jpg"
143,"https://cdn.myanimelist.net/images/anime/8/73955.jpg"
144,"https://cdn.myanimelist.net/images/anime/1552/128388.jpg"
145,"https://cdn.myanimelist.net/images/anime/1222/108880.jpg"
146,"https://cdn.myanimelist.net/images/anime/10/21035.jpg"
147,"https://cdn.myanimelist.net/images/anime/5/10227.jpg"
148,"https://cdn.myanimelist.net/images/anime/1488/132892.jpg"
149,"https://cdn.myanimelist.net/images/anime/2/22947.jpg"
150,"https://cdn.myanimelist.net/images/anime/10/10183.jpg"
151,"https://cdn.myanimelist.net/images/anime/6/52103.jpg"
152,"https://cdn.myanimelist.net/images/anime/3/75582.jpg"
153,"https://cdn.myanimelist.net/images/anime/6/50859.jpg"
154,"https://cdn.myanimelist.net/images/anime/1722/99235.jpg"
155,"https://cdn.myanimelist.net/images/anime/7/23579.jpg"
156,"https://cdn.myanimelist.net/images/anime/8/17167.jpg"
157,"https://cdn.myanimelist.net/images/anime/12/89535.jpg"
158,"https://cdn.myanimelist.net/images/anime/1994/114208.jpg"
159,"https://cdn.myanimelist.net/images/anime/9/52679.jpg"
160,"https://cdn.myanimelist.net/images/anime/1094/109008.jpg"
161,"https://cdn.myanimelist.net/images/anime/10/77408.jpg"
162,"https://cdn.myanimelist.net/images/anime/7/25205.jpg"
163,"https://cdn.myanimelist.net/images/anime/1110/98247.jpg"
164,"https://cdn.myanimelist.net/images/anime/7/75919.jpg"
165,"https://cdn.myanimelist.net/images/anime/13/75168.jpg"
166,"https://cdn.myanimelist.net/images/anime/1190/95421.jpg"
167,"https://cdn.myanimelist.net/images/anime/1238/94717.jpg"
168,"https://cdn.myanimelist.net/images/anime/8/89882.jpg"
169,"https://cdn.myanimelist.net/images/anime/12/20669.jpg"
170,"https://cdn.myanimelist.net/images/anime/12/86890.jpg"
171,"https://cdn.myanimelist.net/images/anime/12/74782.jpg"
173,"https://cdn.myanimelist.net/images/anime/8/37549.jpg"
174,"https://cdn.myanimelist.net/images/anime/1507/101835.jpg"
175,"https://cdn.myanimelist.net/images/anime/9/21036.jpg"
176,"https://cdn.myanimelist.net/images/anime/7/17439.jpg"
177,"https://cdn.myanimelist.net/images/anime/9/6555.jpg"
178,"https://cdn.myanimelist.net/images/anime/8/53571.jpg"
179,"https://cdn.myanimelist.net/images/anime/2/3132.jpg"
180,"https://cdn.myanimelist.net/images/anime/5/75446.jpg"
181,"https://cdn.myanimelist.net/images/anime/4/75447.jpg"
182,"https://cdn.myanimelist.net/images/anime/5/30689.jpg"
183,"https://cdn.myanimelist.net/images/anime/8/17885.jpg"
184,"https://cdn.myanimelist.net/images/anime/3/75162.jpg"
185,"https://cdn.myanimelist.net/images/anime/1384/127972.jpg"
186,"https://cdn.myanimelist.net/images/anime/8/12750.jpg"
187,"https://cdn.myanimelist.net/images/anime/13/40397.jpg"
188,"https://cdn.myanimelist.net/images/anime/13/78241.jpg"
189,"https://cdn.myanimelist.net/images/anime/1153/99366.jpg"
190,"https://cdn.myanimelist.net/images/anime/3/10289.jpg"
191,"https://cdn.myanimelist.net/images/anime/11/82467.jpg"
192,"https://cdn.myanimelist.net/images/anime/12/82632.jpg"
193,"https://cdn.myanimelist.net/images/anime/9/79204.jpg"
194,"https://cdn.myanimelist.net/images/anime/12/76289.jpg"
195,"https://cdn.myanimelist.net/images/anime/13/5241.jpg"
196,"https://cdn.myanimelist.net/images/anime/1621/100229.jpg"
197,"https://cdn.myanimelist.net/images/anime/7/22990.jpg"
198,"https://cdn.myanimelist.net/images/anime/12/26128.jpg"
199,"https://cdn.myanimelist.net/images/anime/6/79597.jpg"
200,"https://cdn.myanimelist.net/images/anime/1644/131230.jpg"
201,"https://cdn.myanimelist.net/images/anime/2/22130.jpg"
202,"https://cdn.myanimelist.net/images/anime/5/59403.jpg"
203,"https://cdn.myanimelist.net/images/anime/12/6030.jpg"
204,"https://cdn.myanimelist.net/images/anime/1135/128536.jpg"
205,"https://cdn.myanimelist.net/images/anime/1375/121599.jpg"
206,"https://cdn.myanimelist.net/images/anime/1065/92495.jpg"
207,"https://cdn.myanimelist.net/images/anime/1644/92493.jpg"
208,"https://cdn.myanimelist.net/images/anime/1824/98849.jpg"
209,"https://cdn.myanimelist.net/images/anime/3/73350.jpg"
210,"https://cdn.myanimelist.net/images/anime/13/6441.jpg"
211,"https://cdn.myanimelist.net/images/anime/1518/112232.jpg"
212,"https://cdn.myanimelist.net/images/anime/2/58391.jpg"
213,"https://cdn.myanimelist.net/images/anime/1111/116093.jpg"
214,"https://cdn.myanimelist.net/images/anime/1610/116094.jpg"
215,"https://cdn.myanimelist.net/images/anime/11/50781.jpg"
216,"https://cdn.myanimelist.net/images/anime/1860/116096.jpg"
217,"https://cdn.myanimelist.net/images/anime/1268/119710.jpg"
